name,ticker_symbol,cik
"GOPRO, INC.",GPRO,1500435
"GLOBALSTAR, INC.",GSAT,1366868
"GLOBAL NET LEASE, INC.",GNL,1526113
"GEOVAX LABS, INC.",GOVX,832489
"GENERAL MOLY, INC",GMO,1275229
"GENER8 MARITIME, INC.",GNRT,1443799
"GANNETT CO., INC.",GCI,1635718
GAMING PARTNERS INTERNATIONAL CORP,GPIC,918580
"GALENFEHA, INC.",GLFH,1574676
"GWG HOLDINGS, INC.",GWGH,1522690
GUESS INC,GES,912463
"GTJ REIT, INC.",GTTJ,1368757
"GT BIOPHARMA, INC.",GTBP,109657
GSE SYSTEMS INC,GVP,944480
EMPIRE RESORTS INC,NYNY,906780
HOPE BANCORP INC,HOPE,1128361
HOMEFED CORP,HOFD,833795
HOME DEPOT INC,HD,354950
"HOME BANCORP, INC.",HBCP,1436425
HMS HOLDINGS CORP,HMSY,1196501
HMN FINANCIAL INC,HMNF,921183
HISTOGENICS CORP,HSGX,1372299
HIP CUISINE INC.,HIPC,1654588
HIBBETT SPORTS INC,HIBB,1017480
HESS CORP,HES,4447
HESKA CORP,HSKA,1038133
"HERTZ GLOBAL HOLDINGS, INC",HTZ,1657853
HERC HOLDINGS INC,HRI,1364479
HENRY SCHEIN INC,HSIC,1000228
HEMISPHERX BIOPHARMA INC,HEB,946644
"HEAT BIOLOGICS, INC.",HTBX,1476963
HEARTLAND EXPRESS INC,HTLD,799233
HEALTHSTREAM INC,HSTM,1095565
HEALTHEQUITY INC,HQY,1428336
"HCP, INC.",HCP,765880
"HCI GROUP, INC.",HCI,1400810
"HCA HEALTHCARE, INC.",HCA,860730
"HC2 HOLDINGS, INC.",HCHC,1006837
HASBRO INC,HAS,46080
HARSCO CORP,HSC,45876
HARMONIC INC,HLIT,851310
HARLEY DAVIDSON INC,HOG,793952
HARDINGE INC,HDNG,313716
"HANGER, INC.",HNGR,722723
"HACKETT GROUP, INC.",HCKT,1057379
GUARANTY BANCORP,GBNK,1324410
EASTGROUP PROPERTIES INC,EGP,49600
HURON CONSULTING GROUP INC.,HURN,1289848
HUNTSMAN CORP,HUN,1307954
"HUDSON GLOBAL, INC.",HSON,1210708
HOWARD BANCORP INC,HBMD,1390162
HOUSTON WIRE & CABLE CO,HWCC,1356949
"HORTONWORKS, INC.",HDP,1610532
HORIZON GLOBAL CORP,HZN,1637655
"HOMESTREET, INC.",HMST,1518715
HOLLYFRONTIER CORP,HFC,48039
HILLTOP HOLDINGS INC.,HTH,1265131
"HIGHLANDS REIT, INC.",HHDS,1661458
"HIGHCOM GLOBAL SECURITY, INC.",HCGS,1102358
HERITAGE GLOBAL INC.,HGBL,849145
"HERCULES CAPITAL, INC.",HTGC,1280784
HER IMPORTS,HHER,1402453
"HELIX TCS, INC.",HLIX,1611277
HANESBRANDS INC.,HBI,1359841
HUMANA INC,HUM,49071
HUBSPOT INC,HUBS,1404655
HUBBELL INC,HUBB,48898
"HOST HOTELS & RESORTS, INC.",HST,1070750
"DINE BRANDS GLOBAL, INC.",DIN,49754
INVACARE CORP,IVC,742112
INTRUSION INC,INTZ,736012
INTREXON CORP,XON,1356090
INTEVAC INC,IVAC,1001902
INTEST CORP,INTT,1036262
INTERSECTIONS INC,INTX,1095277
INTERFACE INC,TILE,715787
INTER PARFUMS INC,IPAR,822663
INTELLIGENT SYSTEMS CORP,INS,320340
INTEL CORP,INTC,50863
INSULET CORP,PODD,1145197
INSTRUCTURE INC,INST,1355754
"INSPERITY, INC.",NSP,1000753
INSMED INC,INSM,1104506
INPIXON,INPX,1529113
INPHI CORP,IPHI,1160958
INNERWORKINGS INC,INWK,1350381
INFINERA CORP,INFN,1138639
INDUSTRIAL SERVICES OF AMERICA INC,IDSA,4187
INDEPENDENT BANK CORP,INDB,776901
INDEPENDENCE HOLDING CO,IHC,701869
INCYTE CORP,INCY,879169
IMPERVA INC,IMPV,1364962
IMMUNOGEN INC,IMGN,855654
IMMERSION CORP,IMMR,1058811
ILLUMINA INC,ILMN,1110803
"ILG, INC.",ILG,1434620
IKONICS CORP,IKNX,1083301
"ICONIX BRAND GROUP, INC.",ICON,857737
IBERIABANK CORP,IBKC,933141
DXP ENTERPRISES INC,DXPE,1020710
"J2 GLOBAL, INC.",JCOM,1084048
"J.E.M. CAPITAL, INC.",JEMC,1537528
IPSIDY INC.,IDTY,1534154
"INVUITY, INC.",IVTY,1393020
INVITAE CORP,NVTA,1501134
"INVESTORS BANCORP, INC.",ISBC,1594012
"INTREPID POTASH, INC.",IPI,1421461
"INTERSECT ENT, INC.",XENT,1271214
INTERNAP CORP,INAP,1056386
"INTERDIGITAL, INC.",IDCC,1405495
"INTELLICHECK, INC.",IDN,1040896
INTELGENX TECHNOLOGIES CORP.,IGXT,1098880
INTEGER HOLDINGS CORP,ITGR,1114483
"INSTALLED BUILDING PRODUCTS, INC.",IBP,1580905
"INSPIREMD, INC.",NSPR,1433607
INOGEN INC,INGN,1294133
"INNOVIVA, INC.",INVA,1080014
INGREDION INC,INGR,1046257
"INFRAREIT, INC.",HIFR,1506401
INFOSONICS CORP,IFON,1274032
"INDEPENDENT BANK GROUP, INC.",IBTX,1564618
INBIT CORP,INBT,1657803
"IDENTIV, INC.",INVE,1036044
ISTAR INC.,STAR,1095651
ISRAMCO INC,ISRL,719209
IROBOT CORP,IRBT,1159167
IRIDEX CORP,IRIX,1006045
IRADIMED CORP,IRMD,1325618
IQVIA HOLDINGS INC.,IQV,1478242
IPG PHOTONICS CORP,IPGP,1111928
IPASS INC,IPAS,1053374
ION GEOPHYSICAL CORP,IO,866609
"INVO BIOSCIENCE, INC.",IVOB,1417926
"DOUGLAS DYNAMICS, INC",PLOW,1287213
KB HOME,KBH,795266
KAPSTONE PAPER & PACKAGING CORP,KS,1325281
KAMAN CORP,KAMN,54381
KADANT INC,KAI,886346
JETPAY CORP,JTPY,1507986
"JASON INDUSTRIES, INC.",JASN,1579252
JAGGED PEAK ENERGY INC.,JAG,1685715
"JACKSONVILLE BANCORP, INC.",JXSB,1484949
JUNIPER NETWORKS INC,JNPR,1043604
JPMORGAN CHASE & CO,JPM,19617
JONES LANG LASALLE INC,JLL,1037976
JOHNSON & JOHNSON,JNJ,200406
"JELD-WEN HOLDING, INC.",JELD,1674335
"DIEBOLD NIXDORF, INC",DBD,28823
LEAR CORP,LEA,842162
"LEAP THERAPEUTICS, INC.",LPTX,1509745
LCI INDUSTRIES,LCII,763744
LAS VEGAS SANDS CORP,LVS,1300514
LANDSTAR SYSTEM INC,LSTR,853816
"LANDS' END, INC.",LE,799288
LAKELAND BANCORP INC,LBAI,846901
"L3 TECHNOLOGIES, INC.",LLL,1039101
"L BRANDS, INC.",LB,701985
"KURA ONCOLOGY, INC.",KURA,1422143
"KRYSTAL BIOTECH, INC.",KRYS,1711279
KRATON CORP,KRA,1321646
KOKOS GROUP INC.,KOKG,1687065
KNOWLES CORP,KN,1587523
"KEANE GROUP, INC.",FRAC,1688476
"KADMON HOLDINGS, INC.",KDMN,1557142
KRONOS WORLDWIDE INC,KRO,1257640
KOPIN CORP,KOPN,771266
KONA GRILL INC,KONA,1265572
KOHLS CORP,KSS,885639
KLX INC.,KLXI,1617898
KIRBY CORP,KEX,56047
"KINGOLD JEWELRY, INC.",KGJI,1089531
"KINDER MORGAN, INC.",KMI,1506307
KIMCO REALTY CORP,KIM,879101
KIMBERLY CLARK CORP,KMB,55785
KFORCE INC,KFRC,930420
KEYW HOLDING CORP,KEYW,1487101
"KEMPHARM, INC",KMPH,1434647
KEMPER CORP,KMPR,860748
"KCAP FINANCIAL, INC.",KCAP,1372807
DELUXE CORP,DLX,27996
LIPOCINE INC.,LPCN,1535955
"LENDINGTREE, INC.",TREE,1434621
LENDINGCLUB CORP,LC,1409970
"LAREDO PETROLEUM, INC.",LPI,1528129
LANDMARK INFRASTRUCTURE PARTNERS LP,LMRK,1615346
LUNA INNOVATIONS INC,LUNA,1239819
LUMINEX CORP,LMNX,1033905
LSB INDUSTRIES INC,LXU,60714
LORAL SPACE & COMMUNICATIONS INC.,LORL,1006269
LOEWS CORP,L,60086
LOCKHEED MARTIN CORP,LMT,936468
LIVEPERSON INC,LPSN,1102993
LIVE VENTURES INC,LIVE,1045742
"LINDBLAD EXPEDITIONS HOLDINGS, INC.",LIND,1512499
"LILIS ENERGY, INC.",LLEX,1437557
LIGHTBRIDGE CORP,LTBR,1084554
LIFEWAY FOODS INC,LWAY,814586
"LIFETIME BRANDS, INC",LCUT,874396
"LIFEPOINT HEALTH, INC.",LPNT,1301611
"LIFE STORAGE, INC.",LSI,944314
LGL GROUP INC,LGL,61004
LEXINGTON REALTY TRUST,LXP,910108
"DD'S DELUXE ROD HOLDER, INC.",DDLX,1643194
MERCURY GENERAL CORP,MCY,64996
MERCANTILE BANK CORP,MBWM,1042729
MERCADOLIBRE INC,MELI,1099590
"MEDNAX, INC.",MD,893949
MEDICINOVA INC,MNOV,1226616
MCDONALDS CORP,MCD,63908
MCCORMICK & CO INC,MKC,63754
MBIA INC,MBI,814585
MB BANCORP INC,MBCQ,1617291
MAXLINEAR INC,MXL,1288469
MATERION CORP,MTRN,1104657
MASTEC INC,MTZ,15615
MASIMO CORP,MASI,937556
MARTIN MIDSTREAM PARTNERS LP,MMLP,1176334
MARKEL CORP,MKL,1096343
MARINE PRODUCTS CORP,MPX,1129155
MARCUS CORP,MCS,62234
MARATHON OIL CORP,MRO,101778
MANNKIND CORP,MNKD,899460
MANNATECH INC,MTEX,1056358
MAGELLAN MIDSTREAM PARTNERS LP,MMP,1126975
MAGELLAN HEALTH INC,MGLN,19411
MACROGENICS INC,MGNX,1125345
MACATAWA BANK CORP,MCBC,1053584
M I HOMES INC,MHO,799292
"M I ACQUISITIONS, INC.",MACQ,1653558
LUTHER BURBANK CORP,LBC,1475348
"LOXO ONCOLOGY, INC.",LOXO,1581720
MADISON VENTURES INC.,MAVT,1575975
MYR GROUP INC.,MYRG,700923
MYOMO INC,MYO,1369290
MYMETICS CORP,MYMX,927761
MVB FINANCIAL CORP,MVBF,1277902
"MV PORTFOLIOS, INC.",MVPI,1363573
MV OIL TRUST,MVO,1371782
"MUSTANG BIO, INC.",MBIO,1680048
MTGE INVESTMENT CORP.,MTGE,1516973
MSB FINANCIAL CORP,MSBF,1635261
MSA SAFETY INC,MSA,66570
MRC GLOBAL INC.,MRC,1439095
MORGAN STANLEY,MS,895421
MONARCH CASINO & RESORT INC,MCRI,907242
MOLINA HEALTHCARE INC,MOH,1179929
"MOJO ORGANICS, INC.",MOJO,1414953
"MOBILEIRON, INC.",MOBL,1470099
MOBILE MINI INC,MINI,911109
MITEL NETWORKS CORP,MITL,1170534
"MIRAGEN THERAPEUTICS, INC.",MGEN,1590750
"MINDBODY, INC.",MB,1458962
MIDSOUTH BANCORP INC,MSL,745981
MIDDLEFIELD BANC CORP,MBCN,836147
MIDDLEBY CORP,MIDD,769520
"MICROVISION, INC.",MVIS,65770
MICROSTRATEGY INC,MSTR,1050446
MGP INGREDIENTS INC,MGPI,835011
MGIC INVESTMENT CORP,MTG,876437
MGE ENERGY INC,MGEE,1161728
"MFA FINANCIAL, INC.",MFA,1055160
DATA I/O CORP,DAIO,351998
NATIONAL HEALTHCARE CORP,NHC,1047335
"NASDAQ, INC.",NDAQ,1120193
NANOMETRICS INC,NANO,704532
"MY SIZE, INC.",MYSZ,1211805
MURPHY USA INC.,MUSA,1573516
"MOXIAN, INC.",MOXC,1516805
"MOTUS GI HOLDINGS, INC.",MOTS,1686850
"MORNINGSTAR, INC.",MORN,1289419
MONSTER BEVERAGE CORP,MNST,865752
"MOLECULIN BIOTECH, INC.",MBRX,1659617
"MOLECULAR TEMPLATES, INC.",MTEM,1183765
MOELIS & CO,MC,1596967
"MOBILESMITH, INC.",MOST,1113513
"MOSYS, INC.",MOSY,890394
"MISTRAS GROUP, INC.",MG,1436126
MERITAGE HOMES CORP,MTH,833079
"MERIDIAN BANCORP, INC.",EBSB,1600125
"MERCK & CO., INC.",MRK,310158
MERCHANTS BANCORP,MBIN,1629019
"MENTOR CAPITAL, INC.",MNTR,1599117
MENLO THERAPEUTICS INC.,MNLO,1566044
"MELROSE BANCORP, INC.",MELR,1600890
"MEDIXALL GROUP, INC.",MDXL,1601280
"MCORPCX, INC.",MCCX,1535079
MCEWEN MINING INC.,MUX,314203
MAX SOUND CORP,MAXD,1353499
MATTERSIGHT CORP,MATR,1094348
"MATSON, INC.",MATX,3453
"MATCH GROUP, INC.",MTCH,1575189
MASTERCARD INC,MA,1141391
"MASTECH DIGITAL, INC.",MHH,1437226
"MARCUS & MILLICHAP, INC.",MMI,1578732
"CUE BIOPHARMA, INC.",CUE,1645460
"NANOVIBRONIX, INC.",NAOV,1326706
NANOFLEX POWER CORP,OPVS,1571636
"NV5 GLOBAL, INC.",NVEE,1532961
NUVASIVE INC,NUVA,1142596
NUCOR CORP,NUE,73309
NTN BUZZTIME INC,NTN,748592
"NRG ENERGY, INC.",NRG,1013871
NOVAVAX INC,NVAX,1000694
NORTHWESTERN CORP,NWE,73088
NORTHRIM BANCORP INC,NRIM,1163370
NORTHERN TRUST CORP,NTRS,73124
"NORTHERN OIL & GAS, INC.",NOG,1104485
NORTECH SYSTEMS INC,NSYS,722313
NORFOLK SOUTHERN CORP,NSC,702165
NORDSTROM INC,JWN,72333
NOBLE ROMANS INC,NROM,709005
NOBILITY HOMES INC,NOBH,72205
NL INDUSTRIES INC,NL,72162
NII HOLDINGS INC,NIHD,1037016
NIC INC,EGOV,1065332
"NI HOLDINGS, INC.",NODK,1681206
NEXTERA ENERGY INC,NEE,753308
NEWMARKET CORP,NEU,1282637
"NEWMARK GROUP, INC.",NMRK,1690680
NEWLINK GENETICS CORP,NLNK,1126234
NEWELL BRANDS INC,NWL,814453
NEW ULM TELECOM INC,NULM,71557
NEVRO CORP,NVRO,1444380
"NETGEAR, INC",NTGR,1122904
NETFLIX INC,NFLX,1065280
NEPHROS INC,NEPH,1196298
NEOPHOTONICS CORP,NPTN,1227025
NEOGENOMICS INC,NEO,1077183
NBT BANCORP INC,NBTB,790359
NAVIGATORS GROUP INC,NAVG,793547
NAVIGANT CONSULTING INC,NCI,1019737
NAVIENT CORP,NAVI,1593538
"NAUTILUS, INC.",NLS,1078207
NATUS MEDICAL INC,BABY,878526
CORNERSTONE ONDEMAND INC,CSOD,1401680
OFS CAPITAL CORP,OFS,1487918
OFG BANCORP,OFG,1030469
OFFICE DEPOT INC,ODP,800240
OCWEN FINANCIAL CORP,OCN,873860
OCEAN BIO CHEM INC,OBCI,350737
OBALON THERAPEUTICS INC,OBLN,1427570
"NXSTAGE MEDICAL, INC.",NXTM,1333170
"NUSTAR GP HOLDINGS, LLC",NSH,1223786
"NULIFE SCIENCES, INC.",NULF,1592603
"NOVA LIFESTYLE, INC.",NVFY,1473334
"NORTHFIELD BANCORP, INC.",NFBK,1493225
"NEXTERA ENERGY PARTNERS, LP",NEP,1603145
"NEWGIOCO GROUP, INC.",NWGI,1080319
NEW HOME CO INC.,NWHM,1574596
"NEUROTROPE, INC.",NTRP,1513856
"NEUROMETRIX, INC.",NURO,1289850
"NEONODE, INC",NEON,87050
"NEMUS BIOSCIENCE, INC.",NMUS,1516551
NEENAH INC,NP,1296435
"NATIONAL CINEMEDIA, INC.",NCMI,1377630
"NATERA, INC.",NTRA,1604821
"NANTKWEST, INC.",NK,1326110
COHEN & CO INC.,COHN,1270436
PACCAR INC,PCAR,75362
OWENS CORNING,OC,1370946
OVID THERAPEUTICS INC.,OVID,1636651
OTTER TAIL CORP,OTTR,1466593
OTTAWA BANCORP INC,OTTW,1675192
ORGENESIS INC.,ORGS,1460602
"OPTIMUMBANK HOLDINGS, INC.",OPHC,1288855
OPTIMIZERX CORP,OPRXD,1448431
"OPTINOSE, INC.",OPTN,1494650
"OPKO HEALTH, INC.",OPK,944809
ONE MADISON CORP,OMAD.U,1712463
"ONCOLIX, INC.",ONCX,1584137
"ON DECK CAPITAL, INC.",ONDK,1420811
"OMEGA FLEX, INC.",OFLX,1317945
"ODONATE THERAPEUTICS, INC.",ODT,1717452
OASIS PETROLEUM INC.,OAS,1486159
"OVERSTOCK.COM, INC",OSTK,1130713
OUTFRONT MEDIA INC.,OUT,1579877
"OTONOMY, INC.",OTIC,1493566
ORTHOPEDIATRICS CORP,KIDS,1425450
"ORBITAL ATK, INC.",OA,866121
ORBCOMM INC.,ORBC,1361983
ORAGENICS INC,OGEN,1174940
OPGEN INC,OPGN,1293818
"ONE GAS, INC.",OGS,1587732
"OMPHALOS, CORP",OMPS,1103640
OMNOVA SOLUTIONS INC,OMN,1090061
OMNICOM GROUP INC.,OMC,29989
"OMNICELL, INC",OMCL,926326
OMEROS CORP,OMER,1285819
OLYMPIC STEEL INC,ZEUS,917470
OLIN CORP,OLN,74303
OLD LINE BANCSHARES INC,OLBK,1253317
CLIPPER REALTY INC.,CLPR,1649096
POPULAR INC,BPOP,763901
POLYONE CORP,POL,1122976
PNM RESOURCES INC,PNM,1108426
PLX PHARMA INC.,PLXP,1497504
PLUMAS BANCORP,PLBC,1168455
PLUG POWER INC,PLUG,1093691
PJT PARTNERS INC.,PJT,1626115
"PIXELWORKS, INC",PXLW,1040161
PINNACLE FOODS INC.,PF,1564822
PHILLIPS 66 PARTNERS LP,PSXP,1572910
"PGT INNOVATIONS, INC.",PGTI,1354327
PFSWEB INC,PFSW,1095315
PFIZER INC,PFE,78003
PETROQUEST ENERGY INC,PQUE,872248
PERKINELMER INC,PKI,31791
PERFICIENT INC,PRFT,1085869
PENN VIRGINIA CORP,PVAC,77159
PEGASYSTEMS INC,PEGA,1013857
PEDEVCO CORP,PED,1141197
PEABODY ENERGY CORP,BTU,1064728
"PDL BIOPHARMA, INC.",PDLI,882104
PDF SOLUTIONS INC,PDFS,1120914
"PCM, INC.",PCMI,937941
PC TEL INC,PCTI,1057083
PC CONNECTION INC,CNXN,1050377
PAVMED INC.,PAVM,1624326
PATTERSON UTI ENERGY INC,PTEN,889900
"PASSUR AEROSPACE, INC.",PSSR,225628
"PARKE BANCORP, INC.",PKBK,1315399
PARETEUM CORP,TEUM,1084384
PAR TECHNOLOGY CORP,PAR,708821
"CHEMOCENTRYX, INC.",CCXI,1340652
"PHARMA-BIO SERV, INC.",PBSV,1304161
PFENEX INC.,PFNX,1478121
"PETROGRESS, INC.",PGAS,1558465
PENUMBRA INC,PEN,1321732
PENDRELL CORP,PCOA,1359555
"PAYCOM SOFTWARE, INC.",PAYC,1590955
"PAYPAL HOLDINGS, INC.",PYPL,1633917
"PATHFINDER BANCORP, INC.",PBHC,1609065
PARK HOTELS & RESORTS INC.,PK,1617406
"PARAMOUNT GROUP, INC.",PGRE,1605607
"PANDORA MEDIA, INC.",P,1230276
"PACIFIC ETHANOL, INC.",PEIX,778164
PSYCHEMEDICS CORP,PMD,806517
PROOFPOINT INC,PFPT,1212458
PROFIRE ENERGY INC,PFIE,1289636
PROASSURANCE CORP,PRA,1127703
"PRGX GLOBAL, INC.",PRGX,1007330
PRESTIGE CAPITAL CORP,PGEC,790179
PRAXAIR INC,PX,884905
PRA GROUP INC,PRAA,1185348
PQ GROUP HOLDINGS INC.,PQG,1708035
PPG INDUSTRIES INC,PPG,79879
RAVEN INDUSTRIES INC,RAVN,82166
RANGE RESOURCES CORP,RRC,315852
RAMBUS INC,RMBS,917273
RADISYS CORP,RSYS,873044
RADIAN GROUP INC,RDN,890926
QUORUM HEALTH CORP,QHC,1650445
QUANTERIX CORP,QTRX,1503274
"QUAD/GRAPHICS, INC.",QUAD,1481792
QUANTA SERVICES INC,PWR,1050915
"QUALYS, INC.",QLYS,1107843
QUALSTAR CORP,QBAK,758938
QNB CORP,QNBC,750558
QCR HOLDINGS INC,QCRH,906465
"Q2 HOLDINGS, INC.",QTWO,1410384
Q BIOMED INC.,QBIO,1596062
PUREBASE CORP,PUBC,1575858
"PULSE NETWORK, INC.",TPNI,1521013
"PULMATRIX, INC.",PULM,1574235
"PROVIDENT BANCORP, INC.",PVBC,1635840
"PROTOKINETIX, INC.",PKTX,1128189
PROTO LABS INC,PRLB,1443669
"PROPEL MEDIA, INC.",PROM,1622822
"PROLOGIS, INC.",PLD,1045609
PRIMO WATER CORP,PRMW,1365101
"PRIMERICA, INC.",PRI,1475922
POWER REIT,PW,1532619
"PORTER BANCORP, INC.",PBIB,1358356
PLAYA HOTELS & RESORTS N.V.,PLYA,1692412
"PLAYAGS, INC.",AGS,1593548
"CARTER VALIDUS MISSION CRITICAL REIT, INC.",CZMR,1482974
RYDER SYSTEM INC,R,85961
"RTI SURGICAL, INC.",RTIX,1100441
"RSP PERMIAN, INC.",RSPP,1588216
RPX CORP,RPXC,1509432
RPC INC,RES,742278
ROSETTA STONE INC,RST,1351285
ROLLINS INC,ROL,84839
ROGERS CORP,ROG,84748
"ROCKWELL MEDICAL, INC.",RMTI,1041024
"RING ENERGY, INC.",REI,1384195
REPLIGEN CORP,RGEN,730272
RENASANT CORP,RNST,715072
RELM WIRELESS CORP,RWC,2186
RELIABILITY INC,RLBY,34285
REGENXBIO INC.,RGNX,1590877
REGENCY CENTERS CORP,REG,910606
REGAL BELOIT CORP,RBC,82811
REDWOOD TRUST INC,RWT,930236
RED ROBIN GOURMET BURGERS INC,RRGB,1171759
REALTY INCOME CORP,O,726728
REALPAGE INC,RP,1286225
RCM TECHNOLOGIES INC,RCMT,700841
RBB BANCORP,RBB,1499422
SCANA CORP,SCG,754737
"SBT BANCORP, INC.",SBTB,1354174
SAUL CENTERS INC,BFS,907254
"SANUWAVE HEALTH, INC.",SNWV,1417663
SANDY SPRING BANCORP INC,SASR,824410
SANDSTON CORP,SDON,892832
SALESFORCE COM INC,CRM,1108524
RYERSON HOLDING CORP,RYI,1481582
"ROAD MARSHALL, INC.",RDMR,1657249
RIVER FINANCIAL CORP,RVRF,1641601
"RIMINI STREET, INC.",RMNI,1635282
"RIGNET, INC.",RNET,1162112
"RETROPHIN, INC.",RTRX,1438533
"RESTORATION ROBOTICS, INC.",HAIR,1409269
RESTAURANT BRANDS INTERNATIONAL INC.,QSR,1618756
RESONANT INC,RESN,1579910
RESOLUTE ENERGY CORP,REN,1469510
"RENOVACARE, INC.",RCAR,1016708
"RELIANT BANCORP, INC.",RBNC,1606440
"REGENICIN, INC.",RGIN,1412659
REGEN BIOPHARMA INC,RGBP,1589150
REDFIN CORP,RDFN,1382821
"RECRO PHARMA, INC.",REPH,1588972
"RAPID7, INC.",RPD,1560327
"RANDOLPH BANCORP, INC.",RNDB,1667161
"RADIUS HEALTH, INC.",RDUS,1428522
"RADNET, INC.",RDNT,790526
CARS.COM INC.,CARS,1683606
SMITH MICRO SOFTWARE INC,SMSI,948708
SMARTFINANCIAL INC.,SMBK,1038773
SL GREEN REALTY CORP,SLG,1040971
SKYWEST INC,SKYW,793733
SKINVISIBLE INC,SKVI,1085277
SJW GROUP,SJW,766829
SHUTTERFLY INC,SFLY,1125920
"SHOTSPOTTER, INC",SSTI,1351636
SHORE BANCSHARES INC,SHBI,1035092
"SG BLOCKS, INC.",SGBX,1023994
SEVERN BANCORP INC,SVBI,868271
SENOMYX INC,SNMX,1123979
SEMTECH CORP,SMTC,88941
SEMPRA ENERGY,SRE,1032208
"SELECT BANCORP, INC.",SLCT,1263762
SECURITY FEDERAL CORP,SFDL,818677
SEARS HOLDINGS CORP,SHLD,1310067
SCYNEXIS INC,SCYX,1178253
SCIENTIFIC ENERGY INC,SCGY,1276531
"CARETRUST REIT, INC.",CTRE,1590717
"STR HOLDINGS, INC.",STRI,1473597
STORE CAPITAL CORP,STOR,1538990
STONERIDGE INC,SRI,1043337
STIFEL FINANCIAL CORP,SF,720672
STERLING CONSTRUCTION CO INC,STRL,874238
STERLING BANCORP,STL,1070154
STEPAN CO,SCL,94049
STEEL DYNAMICS INC,STLD,1022671
STATE STREET CORP,STT,93751
"STANLEY BLACK & DECKER, INC.",SWK,93556
STAMPS.COM INC,STMP,1082923
SRC ENERGY INC.,SRCI,1413507
SPLUNK INC,SPLK,1353283
SPHERIX INC,SPEX,12239
SPARTAN MOTORS INC,SPAR,743238
SP PLUS CORP,SP,1059262
SOUTHERN CO,SO,92122
SOUTH STATE CORP,SSB,764038
SOTHEBYS,BID,823094
"SOLIGENIX, INC.",SNGX,812796
SOHU COM INC,SOHU,1104188
"SOCKET MOBILE, INC.",SCKT,944075
SNAP-ON INC,SNA,91440
"CABLE ONE, INC.",CABO,1632127
"SENDGRID, INC.",SEND,1477425
"SECTOR 5, INC.",SFIV,1550737
SAVARA INC,SVRA,1160308
SANCHEZ MIDSTREAM PARTNERS LP,SNMP,1362705
"SAFETY, INCOME & GROWTH, INC.",SAFE,1688852
SABRE CORP,SABR,1597033
SYSTEMAX INC,SYX,945114
SYPRIS SOLUTIONS INC,SYPR,864240
SYNTEL INC,SYNT,1040426
SYNNEX CORP,SNX,1177394
"SYNLOGIC, INC.",SYBX,1527599
SYNALLOY CORP,SYNL,95953
SVB FINANCIAL GROUP,SIVB,719739
SURGE COMPONENTS INC,SPRS,747540
"SUNVESTA, INC.",SVSA,1060409
SUNTRUST BANKS INC,STI,750556
SUNPOWER CORP,SPWR,867773
SUN HYDRAULICS CORP,SNHY,1024795
CVB FINANCIAL CORP,CVBF,354647
SUNOPTA INC.,STKL,351834
"SUN BIOPHARMA, INC.",SNBP,1029125
"SUMMER INFANT, INC.",SUMR,1314772
"SUGARMADE, INC.",SGMD,919175
"STERLING BANCORP, INC.",SBT,1680379
"STEREOTAXIS, INC.",STXS,1289340
"START SCIENTIFIC, INC.",STSC,1368761
"STARTEK, INC.",SRT,1031029
"STAFFING 360 SOLUTIONS, INC.",STAF,1499717
"SPROUTS FARMERS MARKET, INC.",SFM,1575515
"SPOK HOLDINGS, INC",SPOK,1289945
"SPIRIT AIRLINES, INC.",SAVE,1498710
SPHERE 3D CORP,ANY,1591956
"SMART SAND, INC.",SND,1529628
SLEEP NUMBER CORP,SNBR,827187
"SILVERSUN TECHNOLOGIES, INC.",SSNT,1236275
"SIERRA ONCOLOGY, INC.",SRRA,1290149
"SIENTRA, INC.",SIEN,1551693
"SHUTTERSTOCK, INC.",SSTK,1549346
"SHARPSPRING, INC.",SHSP,1506439
"SERVISFIRST BANCSHARES, INC.",SFBS,1430723
"SERVICENOW, INC.",NOW,1373715
"SEQUENTIAL BRANDS GROUP, INC.",SQBG,1648428
"SENSUS HEALTHCARE, INC.",SRTS,1494891
"CUI GLOBAL, INC.",CUI,1108967
TORCHMARK CORP,TMK,320335
TOMPKINS FINANCIAL CORP,TMP,1005817
"TOMI ENVIRONMENTAL SOLUTIONS, INC.",TOMZ,314227
TOFUTTI BRANDS INC,TOFB,730349
"TIVITY HEALTH, INC.",TVTY,704415
TIME WARNER INC.,TWX,1105705
"TILLY'S, INC.",TLYS,1524025
TIFFANY & CO,TIF,98246
"THL CREDIT, INC.",TCRD,1464963
"THESTREET, INC.",TST,1080056
THEGLOBE COM INC,TGLO,1066684
TEXTRON INC,TXT,217346
TEXAS INSTRUMENTS INC,TXN,97476
"TESARO, INC.",TSRO,1491576
"TERADYNE, INC",TER,97210
TENNECO INC,TEN,1024725
TENNANT CO,TNC,97134
TENGASCO INC,TGC,1001614
TENET HEALTHCARE CORP,THC,70318
TELEFLEX INC,TFX,96943
TEGNA INC,TGNA,39899
TECOGEN INC.,TGEN,1537435
TECH DATA CORP,TECD,790703
"TCG BDC, INC.",CGBD,1544206
TCF FINANCIAL CORP,TCF,814184
TARGET CORP,TGT,27419
TAILORED BRANDS INC,TLRD,884217
TACTILE SYSTEMS TECHNOLOGY INC,TCMD,1027838
TABLE TRAC INC,TBTC,1090396
"T2 BIOSYSTEMS, INC.",TTOO,1492674
"T-MOBILE US, INC.",TMUS,1283699
